user,session_id,session_nr,sequence_length,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38,step_39,step_40,step_41,step_42,step_43,step_44,step_45,step_46,step_47,step_48,step_49,cluster
00a05cc62,00a05cc62_Session_19,19,6,Practicals,Assignment,Assignment,Practicals,Practicals,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_2,2,2,Course_view,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_20,20,23,Course_view,Assignment,Assignment,Course_view,Practicals,Practicals,Practicals,Feedback,Feedback,Feedback,Feedback,Feedback,Practicals,Feedback,Practicals,Course_view,Practicals,Practicals,Practicals,Course_view,Assignment,Course_view,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
00a05cc62,00a05cc62_Session_21,21,3,Course_view,Practicals,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_22,22,33,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Course_view,Course_view,Instructions,Course_view,Course_view,Social,Social,Instructions,Social,Social,Group_work,Group_work,Group_work,Course_view,Course_view,Course_view,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
00a05cc62,00a05cc62_Session_23,23,3,Course_view,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_24,24,5,Course_view,Course_view,Assignment,Assignment,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_25,25,7,Assignment,Course_view,Assignment,Group_work,Group_work,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_26,26,7,Course_view,Assignment,Assignment,Group_work,Group_work,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_27,27,3,Assignment,Course_view,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_28,28,18,Assignment,Assignment,Assignment,Assignment,Assignment,Instructions,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
00a05cc62,00a05cc62_Session_29,29,5,Group_work,Course_view,Group_work,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_3,3,4,Group_work,Course_view,Course_view,Instructions,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_30,30,5,Course_view,Assignment,Assignment,Course_view,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_31,31,7,Course_view,Course_view,Applications,Applications,Assignment,Assignment,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_32,32,3,Course_view,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_33,33,5,Course_view,Course_view,Group_work,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_34,34,2,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_35,35,5,Course_view,Course_view,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_36,36,2,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_37,37,2,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_38,38,22,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Practicals,Course_view,Course_view,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
00a05cc62,00a05cc62_Session_39,39,8,Course_view,Instructions,Feedback,Course_view,Group_work,Group_work,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_4,4,4,Course_view,Instructions,General,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_40,40,4,Group_work,Group_work,Course_view,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_41,41,9,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_43,43,4,Assignment,Assignment,Course_view,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_44,44,5,Course_view,Assignment,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_45,45,13,Course_view,Practicals,Practicals,Practicals,Assignment,Practicals,Assignment,Assignment,Practicals,Practicals,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,3
00a05cc62,00a05cc62_Session_46,46,4,Course_view,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_47,47,6,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_48,48,17,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,3
00a05cc62,00a05cc62_Session_49,49,5,Course_view,Assignment,Assignment,Assignment,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_5,5,9,General,Course_view,General,General,Practicals,Course_view,Course_view,General,General,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_50,50,4,Course_view,Assignment,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_51,51,4,Instructions,Course_view,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_52,52,4,Course_view,Course_view,Course_view,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_53,53,2,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_54,54,3,Assignment,Assignment,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
00a05cc62,00a05cc62_Session_6,6,6,Instructions,Course_view,Group_work,Group_work,Course_view,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
00a05cc62,00a05cc62_Session_7,7,14,Instructions,Course_view,Course_view,General,General,Course_view,Instructions,General,Course_view,Group_work,Group_work,Group_work,Social,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,3
00a05cc62,00a05cc62_Session_8,8,30,Course_view,Instructions,Course_view,Instructions,Social,Course_view,Group_work,Course_view,Instructions,Group_work,Course_view,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Practicals,Practicals,Course_view,Course_view,Group_work,Group_work,Course_view,Social,Social,General,Course_view,La_types,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
00a05cc62,00a05cc62_Session_9,9,5,Group_work,Group_work,Course_view,Practicals,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
042b07ba1,042b07ba1_Session_1,1,9,Course_view,Course_view,Course_view,Assignment,Assignment,Course_view,Course_view,La_types,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
042b07ba1,042b07ba1_Session_10,10,3,Course_view,Course_view,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_11,11,4,Course_view,Course_view,Practicals,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_12,12,7,La_types,Course_view,La_types,Course_view,Course_view,Ethics,Ethics,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
042b07ba1,042b07ba1_Session_13,13,24,Group_work,Course_view,Instructions,Course_view,Course_view,Course_view,Group_work,Instructions,Group_work,Instructions,Group_work,Course_view,Instructions,Instructions,Social,Social,Social,Social,Instructions,Group_work,Group_work,Course_view,Group_work,Social,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_15,15,27,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Practicals,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Group_work,Group_work,Group_work,Course_view,Course_view,Course_view,Instructions,Course_view,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_16,16,19,Course_view,Instructions,Course_view,Instructions,Course_view,Course_view,Group_work,Course_view,Social,Course_view,Course_view,Group_work,Group_work,Course_view,Course_view,Course_view,Instructions,General,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_17,17,3,Course_view,Course_view,General,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_18,18,21,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Course_view,Practicals,Practicals,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_19,19,3,Course_view,Course_view,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_2,2,8,Course_view,Course_view,Course_view,Course_view,Assignment,Course_view,Instructions,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
042b07ba1,042b07ba1_Session_20,20,11,Course_view,Course_view,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
042b07ba1,042b07ba1_Session_21,21,12,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Ethics,Group_work,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
042b07ba1,042b07ba1_Session_22,22,10,Course_view,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Ethics,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,1
042b07ba1,042b07ba1_Session_23,23,4,Ethics,Group_work,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_24,24,19,Course_view,Course_view,Group_work,Group_work,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Group_work,Course_view,Group_work,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_25,25,54,Social,Social,Social,Course_view,Social,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Course_view,Course_view,Ethics,Ethics,Course_view,Ethics,Ethics,Ethics,Ethics,Ethics,Ethics,Course_view,Ethics,Practicals,Practicals,General,General,General,General,General,General,General,General,General,General,General,General,General,General,General,Course_view,General,2
042b07ba1,042b07ba1_Session_26,26,3,Course_view,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_27,27,43,Course_view,Course_view,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Practicals,Course_view,Group_work,Practicals,Group_work,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Group_work,Course_view,Course_view,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_28,28,12,Course_view,Group_work,Course_view,Course_view,Group_work,Course_view,Course_view,Group_work,Practicals,Course_view,Group_work,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,3
042b07ba1,042b07ba1_Session_29,29,2,Practicals,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_3,3,25,Instructions,Course_view,Course_view,Group_work,Course_view,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Instructions,Course_view,La_types,Course_view,Group_work,Course_view,La_types,La_types,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_30,30,19,Practicals,Practicals,Group_work,Group_work,Course_view,Course_view,Course_view,Group_work,Group_work,Course_view,Group_work,Group_work,Group_work,Course_view,Course_view,Course_view,Course_view,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_31,31,2,Practicals,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_32,32,2,Practicals,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_34,34,15,Course_view,Course_view,Course_view,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Practicals,Course_view,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,3
042b07ba1,042b07ba1_Session_35,35,34,Practicals,Course_view,Course_view,Course_view,Assignment,Practicals,Practicals,Social,Course_view,Practicals,Course_view,Instructions,Course_view,Course_view,Course_view,Course_view,Group_work,Group_work,Group_work,Instructions,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Course_view,Course_view,Group_work,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_36,36,4,Course_view,Course_view,Practicals,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_37,37,13,Course_view,Practicals,Course_view,Instructions,Practicals,Course_view,Practicals,Practicals,Course_view,Practicals,Practicals,Course_view,Practicals,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,3
042b07ba1,042b07ba1_Session_38,38,48,Course_view,Practicals,Course_view,Course_view,Course_view,Instructions,Instructions,Feedback,Course_view,Feedback,Instructions,Instructions,Instructions,Course_view,Course_view,Group_work,Instructions,Instructions,Instructions,Group_work,Course_view,Course_view,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Group_work,Group_work,Group_work,Group_work,Group_work,Group_work,Course_view,Group_work,Assignment,Course_view,Assignment,END,2
042b07ba1,042b07ba1_Session_39,39,2,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_4,4,37,Course_view,Social,Social,Social,Social,Course_view,Social,Social,Social,La_types,Instructions,Instructions,La_types,Instructions,General,La_types,Social,Course_view,Practicals,Instructions,Course_view,La_types,Instructions,Instructions,Instructions,Instructions,Course_view,Instructions,Instructions,Instructions,Instructions,Instructions,Course_view,Course_view,Course_view,Group_work,Course_view,END,END,END,END,END,END,END,END,END,END,END,END,2
042b07ba1,042b07ba1_Session_40,40,14,Group_work,Group_work,Group_work,Course_view,Course_view,Theory,Assignment,Assignment,Assignment,Theory,Theory,Group_work,Group_work,Group_work,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,3
042b07ba1,042b07ba1_Session_42,42,3,Course_view,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
042b07ba1,042b07ba1_Session_43,43,2,Assignment,Assignment,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,END,4
